ID,CISControlID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,Namespace,Property,ClassName,DefaultValue,RecommendedValue,Operator,Severity,ControlProfile,AutoRemediate,RequiresReboot,SystemImpact,UserImpact,RollbackComplexity,BusinessJustification
SHA486,4.8,Administrative Templates,Configure WSL: Require administrator approval for distribution installation,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WSL,RequireDistributionApproval,,,,0,1,=,Medium,Endpoint,Yes,No,1,1,2,Require admin approval for WSL distributions
SHA487,4.8,Administrative Templates,Configure WSL: Enable WSL logging and monitoring,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WSL,EnableLogging,,,,0,1,=,Medium,Endpoint,Yes,No,1,1,2,Enable WSL security logging
SHA488,4.8,Administrative Templates,Configure Microsoft Store: Disable automatic updates for non-business apps,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsStore,AutoDownload,,,,2,4,=,Medium,Endpoint,Yes,No,1,1,2,Disable auto-updates for consumer apps
SHA489,4.8,Administrative Templates,Configure Microsoft Store: Only display the private store within the Microsoft Store,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsStore,RequirePrivateStoreOnly,,,,0,1,=,Medium,Endpoint,Yes,No,3,2,2,Restrict to private store only
SHA490,4.8,Administrative Templates,Configure Microsoft Store: Turn off automatic download and install of updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsStore,AutoDownload,,,,2,4,=,Medium,Endpoint,Yes,No,1,1,2,Disable automatic store updates
SHA491,4.8,Administrative Templates,Configure Power Management: Turn off hybrid sleep,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\94ac6d29-73ce-41a6-809f-6363ba21b47e,DCSettingIndex,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable hybrid sleep mode
SHA492,4.8,Administrative Templates,Configure Power Management: Turn off hard disk after,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\6738e2c4-e8a5-4a42-b16a-e040e769756e,DCSettingIndex,,,,0,0,=,Medium,Endpoint,Yes,No,3,2,2,Disable hard disk power down
SHA493,4.8,Administrative Templates,Configure Power Management: Set system standby timeout,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\29f6c1db-86da-48c5-9fdb-f2b67b1f44da,DCSettingIndex,,,,0,0,=,Medium,Endpoint,Yes,No,3,2,2,Disable system standby timeout
SHA496,4.8,Administrative Templates,Configure Windows Defender Firewall: Configure IPSec settings for secure networks,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\AuthorizedApplications,AllowUserPrefMerge,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable user preference merge
SHA497,4.8,Administrative Templates,Configure Windows Defender Firewall: Configure globally open ports,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\GloballyOpenPorts,AllowUserPrefMerge,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable user-defined global ports
SHA498,4.8,Administrative Templates,Configure Azure AD Connect: Configure device registration,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WorkplaceJoin,autoWorkplaceJoin,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable automatic workplace join
SHA499,4.8,Administrative Templates,Configure Azure AD Connect: Block Azure AD authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockDomainPicturePassword,,,,0,1,=,Medium,All,Yes,No,1,1,2,Block domain picture passwords
SHA500,4.8,Administrative Templates,Configure Microsoft Account: Block Microsoft account user authentication,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,NoConnectedUser,,,,0,3,=,Medium,All,Yes,No,3,2,2,Block Microsoft account authentication
SHA501,4.8,Administrative Templates,Configure Windows Containers: Configure container network isolation,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Containers,NetworkIsolation,,,,0,1,=,High,Server,Yes,No,5,2,3,Enable container network isolation
SHA502,4.8,Administrative Templates,Configure Windows Containers: Disable container debugging,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Containers,AllowDebugging,,,,1,0,=,High,Server,Yes,No,5,2,3,Disable container debugging
SHA503,4.8,Administrative Templates,Configure Windows Containers: Configure container resource limits,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Containers,EnforceResourceLimits,,,,0,1,=,Medium,Server,Yes,No,3,2,2,Enforce container resource limits
SHA504,4.8,Administrative Templates,Configure Network Connectivity: Prohibit connection to non-domain networks,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fMinimizeConnections,,,,0,1,=,Medium,All,Yes,No,3,2,2,Minimize network connections
SHA505,4.8,Administrative Templates,Configure Network Connectivity: Require domain users to elevate when setting network location,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Network Connections,NC_StdDomainUserSetLocation,,,,1,0,=,Medium,All,Yes,No,3,2,2,Prevent domain users from setting network location
SHA506,4.8,Administrative Templates,Configure Network Connectivity: Prohibit access to properties of components of a LAN connection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Network Connections,NC_LanProperties,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable LAN connection properties access
SHA507,4.8,Administrative Templates,Configure Windows RE: Disable Windows Recovery Environment,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableWinRE,,,,0,1,=,Medium,All,Yes,No,3,2,2,Disable Windows Recovery Environment
SHA508,4.8,Administrative Templates,Configure Windows RE: Configure Windows Recovery Environment agent,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WinRE,DisableWinREAgent,,,,0,1,=,Medium,All,Yes,No,3,2,2,Disable WinRE agent
SHA509,4.8,Administrative Templates,Configure System Services: Disable Print Spooler service,service,Spooler,,,,,,Manual,Disabled,=,Medium,Server,Yes,No,3,2,2,Disable Print Spooler on servers
SHA510,4.8,Administrative Templates,Configure System Services: Disable Remote Registry service,service,RemoteRegistry,,,,,,Manual,Disabled,=,High,All,Yes,No,3,2,2,Disable Remote Registry service
SHA511,4.8,Administrative Templates,Configure System Services: Disable Server service,service,LanmanServer,,,,,,Manual,Disabled,=,Medium,Endpoint,Yes,No,3,2,2,Disable Server service on endpoints
SHA512,4.8,Administrative Templates,Configure System Services: Disable Workstation service,service,LanmanWorkstation,,,,,,Automatic,Manual,=,Medium,Endpoint,Yes,No,3,2,2,Set Workstation service to manual
SHA513,4.8,Administrative Templates,Configure Event Log: Specify the maximum log file size for System log,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System,MaxSize,,,,0,65536,>=,Medium,All,Yes,No,1,1,2,Increase system log size to 64MB
SHA514,4.8,Administrative Templates,Configure Event Log: Control log access for System log,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System,ChannelAccess,,,,,O:BAG:SYD:(A;;0xf0005;;;SY)(A;;0x5;;;BA)(A;;0x1;;;S-1-5-32-573),=,Medium,All,Yes,No,1,1,2,Restrict system log access
SHA515,4.8,Administrative Templates,Configure Event Log: Specify the maximum log file size for Application log,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application,MaxSize,,,,0,65536,>=,Medium,All,Yes,No,1,1,2,Increase application log size to 64MB
SHA516,4.8,Administrative Templates,Configure UAC: Behavior of the elevation prompt for standard users in Admin Approval Mode,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,ConsentPromptBehaviorUser,,,,1,0,=,High,All,Yes,No,3,2,2,Set UAC to auto-deny for standard users
SHA517,4.8,Administrative Templates,Configure UAC: Switch to the secure desktop when prompting for elevation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PromptOnSecureDesktop,,,,0,1,=,High,All,Yes,No,1,1,2,Enable secure desktop for UAC prompts
SHA518,4.8,Administrative Templates,Configure UAC: Only elevate UIAccess applications that are installed in secure locations,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableSecureUIAPaths,,,,0,1,=,High,All,Yes,No,1,1,2,Enable secure UI access paths
SHA519,4.8,Administrative Templates,Configure Windows Time Service: Enable Windows NTP Client,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\W32Time\TimeProviders\NtpClient,Enabled,,,,0,1,=,Medium,All,Yes,No,3,2,2,Enable NTP client
SHA520,4.8,Administrative Templates,Configure Windows Time Service: Configure Windows NTP Client,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\W32Time\TimeProviders\NtpClient,CrossSiteSyncFlags,,,,0,2,=,Medium,All,Yes,No,3,2,2,Set cross-site sync flags
SHA521,4.8,Administrative Templates,Configure Windows Time Service: Set time synchronization,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\W32Time\Config,MaxPosPhaseCorrection,,,,0,172800,<=,Medium,All,Yes,No,3,2,2,Limit positive phase correction
SHA522,4.8,Administrative Templates,Configure AppLocker: Configure DLL rule enforcement,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\SrpV2\Dll,EnforcementMode,,,,0,1,=,High,All,No,No,5,2,3,Enable DLL rule enforcement
SHA523,4.8,Administrative Templates,Configure AppLocker: Configure executable rule enforcement,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\SrpV2\Exe,EnforcementMode,,,,0,1,=,High,All,No,No,5,2,3,Enable executable rule enforcement
SHA524,4.8,Administrative Templates,Configure AppLocker: Configure script rule enforcement,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\SrpV2\Script,EnforcementMode,,,,0,1,=,High,All,No,No,5,2,3,Enable script rule enforcement
SHA527,4.8,Administrative Templates,Configure Windows Features: Turn off Windows Media Player,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsMediaPlayer,PreventLibrarySharing,,,,0,1,=,Low,All,Yes,No,1,1,2,Disable Windows Media Player library sharing
SHA528,4.8,Administrative Templates,Configure Windows Features: Turn off Windows Mixed Reality,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsMixedReality,AllowCaptureHWND,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable Windows Mixed Reality capture
SHA529,4.8,Administrative Templates,Configure Hyper-V: Prevent users from redirecting Plug and Play devices,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Hyper-V\VirtualMachine,DisablePlugAndPlayDeviceRedirection,,,,0,1,=,Medium,Server,Yes,No,3,2,2,Disable Hyper-V PnP redirection
SHA530,4.8,Administrative Templates,Configure Hyper-V: Prevent users from redirecting USB devices,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Hyper-V\VirtualMachine,DisableUSBDeviceRedirection,,,,0,1,=,Medium,Server,Yes,No,3,2,2,Disable Hyper-V USB redirection
SHA531,4.8,Administrative Templates,Configure Hyper-V: Configure NUMA spanning,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Hyper-V\VirtualMachine,DisableNUMASpanning,,,,0,1,=,Medium,Server,Yes,No,3,2,2,Disable NUMA spanning
SHA532,4.8,Administrative Templates,Configure Microsoft Defender: Enable cloud-delivered protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,SpynetReporting,,,,0,2,=,High,All,Yes,No,1,1,2,Enable advanced cloud protection
SHA533,4.8,Administrative Templates,Configure Microsoft Defender: Enable sample submission,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,SubmitSamplesConsent,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable automatic sample submission
SHA534,4.8,Administrative Templates,Configure Microsoft Defender: Configure cloud timeout,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\MpEngine,MpCloudBlockLevel,,,,0,6,=,High,All,Yes,No,1,1,2,Set high cloud block level
SHA535,4.8,Administrative Templates,Configure WDigest: Use logon credential,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest,UseLogonCredential,,,,1,0,=,High,All,Yes,No,3,2,2,Disable WDigest logon credential
SHA536,4.8,Administrative Templates,Configure WDigest: Negotiate authentication,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest,NegotiateCallerName,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable WDigest negotiate authentication
SHA537,4.8,Administrative Templates,Configure WCF: Enable distributed COM on this computer,Registry,,HKLM:\SOFTWARE\Microsoft\Ole,EnableDCOMHTTP,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable DCOM over HTTP
SHA538,4.8,Administrative Templates,Configure WCF: Set Authentication Level,Registry,,HKLM:\SOFTWARE\Microsoft\Ole,CallFailureLoggingLevel,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable call failure logging
SHA539,4.8,Administrative Templates,Configure Speculative Store Bypass Disable,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management,FeatureSettingsOverride,,,,0,8,=,High,All,Yes,No,3,2,2,Enable Speculative Store Bypass Disable
SHA540,4.8,Administrative Templates,Configure Retpoline mitigation,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management,FeatureSettingsOverrideMask,,,,0,3,=,High,All,Yes,No,3,2,2,Enable retpoline mitigation
SHA541,4.8,Administrative Templates,Configure Kernel DMA Protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection,DeviceEnumerationPolicy,,,,0,0,=,High,All,Yes,No,5,2,3,Block new DMA devices when user not signed in
SHA542,4.8,Administrative Templates,Configure DMA guard policy,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,EnableVirtualizationBasedSecurity,,,,0,1,=,High,All,Yes,No,5,2,3,Enable virtualization-based DMA protection
SHA543,4.8,Administrative Templates,Configure Windows Telemetry: Set telemetry level to Security,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,AllowTelemetry,,,,0,0,=,Medium,All,Yes,No,1,1,2,Set telemetry to security level only
SHA544,4.8,Administrative Templates,Configure Windows Telemetry: Disable Windows Error Reporting,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\PCHealth\ErrorReporting,DoReport,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable error reporting
SHA545,4.8,Administrative Templates,Configure Control Flow Guard,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel,MitigationAuditOptions,,,,0,2,=,High,All,Yes,No,3,2,2,Enable Control Flow Guard auditing
SHA546,4.1,Administrative Templates,Configure Hardware Enforced Stack Protection,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel,MitigationOptions,,,,0,1E+12,=,High,All,Yes,No,3,2,2,Enable hardware-enforced stack protection
SHA547,4.8,Administrative Templates,Configure Ultimate Security: Enable all advanced security features,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AdvancedSecurity,EnableAllFeatures,,,,0,1,=,High,All,Yes,No,5,2,3,Enable comprehensive advanced security features
